,node,community,local_role
2867,3358,c7,Local Ultra-Peripheral
2868,3359,c7,Local Ultra-Peripheral
2869,3360,c7,Local Ultra-Peripheral
2870,3362,c8,Local Ultra-Peripheral
2871,3363,c8,Local Ultra-Peripheral
2872,3364,c8,Local Ultra-Peripheral
2873,3365,c7,Local Ultra-Peripheral
2874,3367,c7,Local Ultra-Peripheral
2875,3368,c7,Local Ultra-Peripheral
2876,3369,c7,Local Ultra-Peripheral
2877,3370,c7,Local Ultra-Peripheral
2878,3371,c7,Local Ultra-Peripheral
2879,3372,c7,Local Ultra-Peripheral
2880,3373,c7,Local Ultra-Peripheral
2881,3374,c7,Local Ultra-Peripheral
2882,3375,c7,Local Ultra-Peripheral
2883,3376,c7,Local Ultra-Peripheral
2884,3377,c7,Local Ultra-Peripheral
2885,3378,c7,Local Ultra-Peripheral
2886,3379,c7,Local Ultra-Peripheral
2887,3380,c7,Local Peripheral
2888,3381,c7,Local Ultra-Peripheral
2889,3382,c9,Local Peripheral
2890,3383,c7,Local Peripheral
2891,3384,c8,Local Ultra-Peripheral
2892,3387,c8,Local Ultra-Peripheral
2893,3388,c8,Local Peripheral
2894,3389,c7,Local Ultra-Peripheral
2895,3390,c8,Local Peripheral
2896,3391,c7,Local Ultra-Peripheral
2897,3392,c8,Local Peripheral
2898,3393,c7,Local Ultra-Peripheral
2899,3394,c8,Local Peripheral
2900,3395,c7,Local Ultra-Peripheral
2901,3396,c7,Local Ultra-Peripheral
2902,3397,c7,Local Ultra-Peripheral
2903,3398,c7,Local Ultra-Peripheral
2904,3399,c8,Local Peripheral
2905,3400,c8,Local Peripheral
2906,3401,c7,Local Ultra-Peripheral
2907,3402,c7,Local Ultra-Peripheral
2908,3403,c7,Local Ultra-Peripheral
2909,3405,c7,Local Ultra-Peripheral
2910,3407,c7,Local Ultra-Peripheral
2911,3408,c7,Local Ultra-Peripheral
2912,3411,c7,Local Ultra-Peripheral
2913,3413,c8,Local Peripheral
2914,3414,c8,Local Peripheral
2915,3415,c7,Local Ultra-Peripheral
2916,3416,c7,Local Ultra-Peripheral
2917,3417,c8,Local Ultra-Peripheral
2918,3418,c7,Local Ultra-Peripheral
2919,3419,c7,Local Ultra-Peripheral
2920,3421,c7,Local Ultra-Peripheral
2921,3422,c7,Local Ultra-Peripheral
2922,3423,c9,Local Peripheral
2923,3424,c7,Local Ultra-Peripheral
2924,3425,c7,Local Ultra-Peripheral
2925,3426,c8,Local Ultra-Peripheral
2926,3427,c7,Local Ultra-Peripheral
2927,3428,c8,Local Peripheral
2928,3429,c7,Local Ultra-Peripheral
2929,3430,c8,Local Peripheral
2930,3431,c7,Local Peripheral
2931,3432,c7,Local Ultra-Peripheral
2932,3433,c8,Local Ultra-Peripheral
2933,3434,c7,Local Ultra-Peripheral
2934,3435,c8,Local Ultra-Peripheral
2935,3436,c8,Local Peripheral
2936,2003,c11,Local Ultra-Peripheral
2937,2031,c11,Local Ultra-Peripheral
2938,2155,c11,Local Ultra-Peripheral
2939,2185,c11,Local Ultra-Peripheral
2940,2325,c11,Local Ultra-Peripheral
2941,2330,c11,Local Ultra-Peripheral
2942,1914,c10,Local Ultra-Peripheral
2943,1915,c11,Local Ultra-Peripheral
2944,1917,c13,Local Ultra-Peripheral
2945,1918,c13,Local Ultra-Peripheral
2946,1919,c10,Local Peripheral
2947,1921,c10,Local Peripheral
2948,1922,c11,Local Ultra-Peripheral
2949,1923,c11,Local Ultra-Peripheral
2950,1924,c12,Local Peripheral
2951,1925,c13,Local Ultra-Peripheral
2952,1927,c10,Local Peripheral
2953,1928,c10,Local Peripheral
2954,1929,c13,Local Ultra-Peripheral
2955,1930,c11,Local Ultra-Peripheral
2956,1931,c10,Local Peripheral
2957,1933,c11,Local Ultra-Peripheral
2958,1934,c11,Local Ultra-Peripheral
2959,1935,c10,Local Peripheral
2960,1936,c11,Local Ultra-Peripheral
2961,1937,c11,Local Ultra-Peripheral
2962,1938,c13,Local Ultra-Peripheral
2963,1942,c13,Local Peripheral
2964,1943,c13,Local Ultra-Peripheral
2965,1944,c11,Local Ultra-Peripheral
2966,1946,c13,Local Ultra-Peripheral
2967,1949,c11,Local Ultra-Peripheral
2968,1950,c10,Local Peripheral
2969,1952,c11,Local Peripheral
2970,1953,c13,Local Ultra-Peripheral
2971,1956,c11,Local Ultra-Peripheral
2972,1957,c10,Local Ultra-Peripheral
2973,1958,c10,Local Peripheral
2974,1960,c11,Local Ultra-Peripheral
2975,1961,c11,Local Ultra-Peripheral
2976,1962,c13,Local Ultra-Peripheral
2977,1963,c13,Local Ultra-Peripheral
2978,1964,c11,Local Ultra-Peripheral
2979,1965,c11,Local Ultra-Peripheral
2980,1966,c13,Local Ultra-Peripheral
2981,1968,c10,Local Peripheral
2982,1969,c11,Local Ultra-Peripheral
2983,1970,c11,Local Ultra-Peripheral
2984,1971,c13,Local Ultra-Peripheral
2985,1974,c11,Local Ultra-Peripheral
2986,1975,c11,Local Ultra-Peripheral
2987,1977,c11,Local Ultra-Peripheral
2988,1978,c11,Local Ultra-Peripheral
2989,1979,c13,Local Ultra-Peripheral
2990,1980,c10,Local Peripheral
2991,1981,c11,Local Ultra-Peripheral
2992,1982,c11,Local Peripheral
2993,1983,c13,Local Ultra-Peripheral
2994,1984,c13,Local Ultra-Peripheral
2995,1985,c13,Local Peripheral
2996,1986,c13,Local Ultra-Peripheral
2997,1987,c11,Local Peripheral
2998,1988,c12,Local Peripheral
2999,1989,c13,Local Ultra-Peripheral
3000,1990,c11,Local Ultra-Peripheral
3001,1992,c12,Local Peripheral
3002,1993,c13,Local Ultra-Peripheral
3003,1996,c11,Local Ultra-Peripheral
3004,1997,c13,Local Ultra-Peripheral
3005,1999,c10,Local Peripheral
3006,2000,c10,Local Peripheral
3007,2005,c13,Local Ultra-Peripheral
3008,2006,c10,Local Ultra-Peripheral
3009,2008,c11,Local Ultra-Peripheral
3010,2011,c10,Local Peripheral
3011,2012,c10,Local Peripheral
3012,2013,c10,Local Peripheral
3013,2014,c10,Local Peripheral
3014,2015,c11,Local Ultra-Peripheral
3015,2016,c10,Local Peripheral
3016,2017,c11,Local Ultra-Peripheral
3017,2019,c13,Local Peripheral
3018,2020,c13,Local Ultra-Peripheral
3019,2021,c13,Local Peripheral
3020,2022,c10,Local Peripheral
3021,2023,c11,Local Ultra-Peripheral
3022,2025,c10,Local Peripheral
3023,2029,c11,Local Ultra-Peripheral
3024,2030,c13,Local Ultra-Peripheral
3025,2033,c13,Local Ultra-Peripheral
3026,2034,c11,Local Ultra-Peripheral
3027,2035,c11,Local Ultra-Peripheral
3028,2036,c11,Local Peripheral
3029,2037,c13,Local Ultra-Peripheral
3030,2040,c13,Local Peripheral
3031,2041,c11,Local Ultra-Peripheral
3032,2043,c13,Local Ultra-Peripheral
3033,2044,c13,Local Peripheral
3034,2045,c13,Local Ultra-Peripheral
3035,2046,c13,Local Ultra-Peripheral
3036,2048,c11,Local Peripheral
3037,2049,c11,Local Ultra-Peripheral
3038,2050,c10,Local Peripheral
3039,2051,c11,Local Ultra-Peripheral
3040,2055,c13,Local Peripheral
3041,2056,c13,Local Ultra-Peripheral
3042,2057,c11,Local Peripheral
3043,2058,c13,Local Peripheral
3044,2059,c13,Local Ultra-Peripheral
3045,2060,c13,Local Peripheral
3046,2061,c10,Local Peripheral
3047,2063,c13,Local Peripheral
3048,2064,c13,Local Ultra-Peripheral
3049,2066,c11,Local Ultra-Peripheral
3050,2067,c13,Local Peripheral
3051,2069,c13,Local Ultra-Peripheral
3052,2070,c11,Local Ultra-Peripheral
3053,2073,c13,Local Ultra-Peripheral
3054,2074,c13,Local Ultra-Peripheral
3055,2075,c11,Local Ultra-Peripheral
3056,2076,c12,Local Peripheral
3057,2077,c13,Local Ultra-Peripheral
3058,2078,c13,Local Ultra-Peripheral
3059,2079,c11,Local Ultra-Peripheral
3060,2080,c11,Local Ultra-Peripheral
3061,2082,c11,Local Ultra-Peripheral
3062,2083,c13,Local Ultra-Peripheral
3063,2084,c13,Local Ultra-Peripheral
3064,2085,c11,Local Ultra-Peripheral
3065,2086,c13,Local Ultra-Peripheral
3066,2088,c13,Local Ultra-Peripheral
3067,2089,c11,Local Ultra-Peripheral
3068,2090,c13,Local Ultra-Peripheral
3069,2091,c11,Local Peripheral
3070,2092,c13,Local Peripheral
3071,2093,c13,Local Ultra-Peripheral
3072,2094,c11,Local Ultra-Peripheral
3073,2095,c13,Local Ultra-Peripheral
3074,2096,c11,Local Ultra-Peripheral
3075,2097,c10,Local Peripheral
3076,2098,c13,Local Ultra-Peripheral
3077,2099,c11,Local Peripheral
3078,2100,c11,Local Ultra-Peripheral
3079,2103,c13,Local Ultra-Peripheral
3080,2104,c13,Local Ultra-Peripheral
3081,2105,c11,Local Ultra-Peripheral
3082,2106,c11,Local Ultra-Peripheral
3083,2107,c11,Local Ultra-Peripheral
3084,2108,c13,Local Ultra-Peripheral
3085,2109,c13,Local Ultra-Peripheral
3086,2110,c11,Local Ultra-Peripheral
3087,2112,c13,Local Ultra-Peripheral
3088,2113,c11,Local Ultra-Peripheral
3089,2114,c11,Local Ultra-Peripheral
3090,2115,c13,Local Ultra-Peripheral
3091,2118,c13,Local Ultra-Peripheral
3092,2119,c11,Local Ultra-Peripheral
3093,2120,c11,Local Ultra-Peripheral
3094,2121,c13,Local Ultra-Peripheral
3095,2122,c13,Local Ultra-Peripheral
3096,2123,c13,Local Ultra-Peripheral
3097,2124,c13,Local Ultra-Peripheral
3098,2126,c11,Local Ultra-Peripheral
3099,2129,c11,Local Ultra-Peripheral
3100,2130,c11,Local Peripheral
3101,2131,c13,Local Ultra-Peripheral
3102,2136,c13,Local Ultra-Peripheral
3103,2139,c13,Local Ultra-Peripheral
3104,2140,c13,Local Ultra-Peripheral
3105,2141,c11,Local Ultra-Peripheral
3106,2142,c13,Local Peripheral
3107,2145,c11,Local Peripheral
3108,2146,c11,Local Peripheral
3109,2147,c13,Local Peripheral
3110,2150,c13,Local Ultra-Peripheral
3111,2152,c11,Local Ultra-Peripheral
3112,2154,c13,Local Ultra-Peripheral
3113,2156,c11,Local Peripheral
3114,2158,c11,Local Ultra-Peripheral
3115,2159,c10,Local Peripheral
3116,2160,c11,Local Peripheral
3117,2161,c11,Local Ultra-Peripheral
3118,2162,c11,Local Ultra-Peripheral
3119,2164,c13,Local Ultra-Peripheral
3120,2165,c13,Local Ultra-Peripheral
3121,2166,c11,Local Ultra-Peripheral
3122,2167,c11,Local Ultra-Peripheral
3123,2168,c11,Local Ultra-Peripheral
3124,2170,c12,Local Peripheral
3125,2172,c13,Local Ultra-Peripheral
3126,2173,c11,Local Ultra-Peripheral
3127,2175,c11,Local Ultra-Peripheral
3128,2177,c11,Local Ultra-Peripheral
3129,2178,c11,Local Ultra-Peripheral
3130,2179,c13,Local Ultra-Peripheral
3131,2181,c11,Local Ultra-Peripheral
3132,2182,c11,Local Ultra-Peripheral
3133,2184,c13,Local Ultra-Peripheral
3134,2186,c11,Local Ultra-Peripheral
3135,2188,c13,Local Ultra-Peripheral
3136,2190,c13,Local Ultra-Peripheral
3137,2192,c10,Local Peripheral
3138,2193,c11,Local Ultra-Peripheral
3139,2195,c11,Local Ultra-Peripheral
3140,2197,c11,Local Peripheral
3141,2200,c13,Local Ultra-Peripheral
3142,2201,c13,Local Ultra-Peripheral
3143,2202,c10,Local Peripheral
3144,2204,c11,Local Ultra-Peripheral
3145,2205,c11,Local Ultra-Peripheral
3146,2206,c13,Local Ultra-Peripheral
3147,2207,c12,Local Peripheral
3148,2208,c11,Local Peripheral
3149,2209,c11,Local Ultra-Peripheral
3150,2210,c13,Local Peripheral
3151,2211,c11,Local Ultra-Peripheral
3152,2212,c13,Local Ultra-Peripheral
3153,2213,c13,Local Ultra-Peripheral
3154,2214,c11,Local Peripheral
3155,2216,c13,Local Ultra-Peripheral
3156,2217,c11,Local Ultra-Peripheral
3157,2218,c13,Local Ultra-Peripheral
3158,2219,c11,Local Ultra-Peripheral
3159,2220,c13,Local Ultra-Peripheral
3160,2221,c11,Local Ultra-Peripheral
3161,2222,c11,Local Ultra-Peripheral
3162,2226,c11,Local Ultra-Peripheral
3163,2227,c11,Local Ultra-Peripheral
3164,2228,c11,Local Ultra-Peripheral
3165,2229,c13,Local Peripheral
3166,2230,c11,Local Ultra-Peripheral
3167,2231,c11,Local Ultra-Peripheral
3168,2232,c11,Local Ultra-Peripheral
3169,2233,c13,Local Peripheral
3170,2234,c13,Local Peripheral
3171,2235,c11,Local Ultra-Peripheral
3172,2236,c11,Local Ultra-Peripheral
3173,2237,c13,Local Ultra-Peripheral
3174,2238,c11,Local Ultra-Peripheral
3175,2240,c13,Local Ultra-Peripheral
3176,2242,c11,Local Peripheral
3177,2243,c11,Local Peripheral
3178,2244,c13,Local Ultra-Peripheral
3179,2245,c11,Local Ultra-Peripheral
3180,2248,c11,Local Ultra-Peripheral
3181,2249,c11,Local Ultra-Peripheral
3182,2251,c11,Local Ultra-Peripheral
3183,2252,c11,Local Ultra-Peripheral
3184,2253,c13,Local Ultra-Peripheral
3185,2255,c12,Local Peripheral
3186,2256,c11,Local Ultra-Peripheral
3187,2257,c13,Local Ultra-Peripheral
3188,2258,c13,Local Ultra-Peripheral
3189,2259,c11,Local Peripheral
3190,2260,c11,Local Peripheral
3191,2261,c13,Local Ultra-Peripheral
3192,2262,c13,Local Peripheral
3193,2263,c11,Local Ultra-Peripheral
3194,2265,c11,Local Ultra-Peripheral
3195,2269,c11,Local Ultra-Peripheral
3196,2270,c11,Local Ultra-Peripheral
3197,2271,c13,Local Ultra-Peripheral
3198,2272,c11,Local Peripheral
3199,2274,c11,Local Ultra-Peripheral
3200,2275,c13,Local Ultra-Peripheral
3201,2276,c13,Local Ultra-Peripheral
3202,2277,c11,Local Ultra-Peripheral
3203,2278,c13,Local Peripheral
3204,2280,c11,Local Ultra-Peripheral
3205,2281,c11,Local Ultra-Peripheral
3206,2286,c11,Local Ultra-Peripheral
3207,2287,c13,Local Peripheral
3208,2288,c13,Local Peripheral
3209,2290,c13,Local Ultra-Peripheral
3210,2291,c11,Local Peripheral
3211,2296,c11,Local Ultra-Peripheral
3212,2297,c10,Local Peripheral
3213,2299,c13,Local Ultra-Peripheral
3214,2300,c13,Local Ultra-Peripheral
3215,2301,c11,Local Ultra-Peripheral
3216,2303,c13,Local Peripheral
3217,2304,c11,Local Ultra-Peripheral
3218,2305,c11,Local Ultra-Peripheral
3219,2306,c13,Local Ultra-Peripheral
3220,2307,c13,Local Ultra-Peripheral
3221,2308,c13,Local Ultra-Peripheral
3222,2309,c13,Local Ultra-Peripheral
3223,2310,c11,Local Ultra-Peripheral
3224,2311,c13,Local Ultra-Peripheral
3225,2312,c11,Local Peripheral
3226,2313,c11,Local Peripheral
3227,2314,c11,Local Ultra-Peripheral
3228,2316,c11,Local Ultra-Peripheral
3229,2317,c11,Local Ultra-Peripheral
3230,2318,c11,Local Ultra-Peripheral
3231,2320,c12,Local Peripheral
3232,2321,c11,Local Ultra-Peripheral
3233,2322,c11,Local Ultra-Peripheral
3234,2323,c13,Local Ultra-Peripheral
3235,2324,c13,Local Peripheral
3236,2326,c13,Local Ultra-Peripheral
3237,2329,c13,Local Ultra-Peripheral
3238,2331,c13,Local Ultra-Peripheral
3239,2334,c13,Local Peripheral
3240,2335,c11,Local Ultra-Peripheral
3241,2339,c13,Local Ultra-Peripheral
3242,2340,c13,Local Ultra-Peripheral
3243,2341,c11,Local Peripheral
3244,2342,c11,Local Ultra-Peripheral
3245,2345,c11,Local Peripheral
3246,2346,c10,Local Peripheral
3247,2348,c13,Local Ultra-Peripheral
3248,2349,c12,Local Peripheral
3249,2350,c13,Local Peripheral
3250,2352,c13,Local Ultra-Peripheral
3251,2353,c13,Local Ultra-Peripheral
3252,2354,c13,Local Ultra-Peripheral
3253,2356,c13,Local Ultra-Peripheral
3254,2357,c11,Local Peripheral
3255,2358,c11,Local Ultra-Peripheral
3256,2359,c13,Local Ultra-Peripheral
3257,2360,c11,Local Ultra-Peripheral
3258,2361,c11,Local Ultra-Peripheral
3259,2362,c11,Local Ultra-Peripheral
3260,2363,c13,Local Ultra-Peripheral
3261,2365,c10,Local Peripheral
3262,2366,c11,Local Ultra-Peripheral
3263,2367,c11,Local Ultra-Peripheral
3264,2369,c13,Local Ultra-Peripheral
3265,2370,c13,Local Ultra-Peripheral
3266,2371,c11,Local Ultra-Peripheral
3267,2373,c11,Local Ultra-Peripheral
3268,2374,c13,Local Ultra-Peripheral
3269,2375,c11,Local Ultra-Peripheral
3270,2376,c13,Local Ultra-Peripheral
3271,2379,c11,Local Ultra-Peripheral
3272,2380,c11,Local Ultra-Peripheral
3273,2381,c13,Local Ultra-Peripheral
3274,2382,c11,Local Ultra-Peripheral
3275,2383,c13,Local Peripheral
3276,2386,c13,Local Ultra-Peripheral
3277,2387,c13,Local Peripheral
3278,2388,c11,Local Ultra-Peripheral
3279,2390,c11,Local Ultra-Peripheral
3280,2391,c13,Local Peripheral
3281,2392,c13,Local Peripheral
3282,2393,c13,Local Peripheral
3283,2395,c13,Local Peripheral
3284,2396,c11,Local Ultra-Peripheral
3285,2397,c11,Local Ultra-Peripheral
3286,2400,c11,Local Ultra-Peripheral
3287,2401,c12,Local Peripheral
3288,2402,c11,Local Ultra-Peripheral
3289,2403,c11,Local Ultra-Peripheral
3290,2404,c13,Local Ultra-Peripheral
3291,2405,c11,Local Peripheral
3292,2406,c11,Local Peripheral
3293,2407,c13,Local Ultra-Peripheral
3294,2408,c13,Local Ultra-Peripheral
3295,2409,c13,Local Ultra-Peripheral
3296,2410,c13,Local Ultra-Peripheral
3297,2411,c11,Local Ultra-Peripheral
3298,2412,c11,Local Ultra-Peripheral
3299,2414,c13,Local Ultra-Peripheral
3300,2415,c11,Local Ultra-Peripheral
3301,2416,c11,Local Ultra-Peripheral
3302,2418,c13,Local Ultra-Peripheral
3303,2421,c11,Local Ultra-Peripheral
3304,2422,c11,Local Ultra-Peripheral
3305,2423,c13,Local Ultra-Peripheral
3306,2424,c11,Local Peripheral
3307,2425,c11,Local Peripheral
3308,2426,c12,Local Peripheral
3309,2427,c13,Local Peripheral
3310,2428,c13,Local Ultra-Peripheral
3311,2429,c13,Local Peripheral
3312,2430,c13,Local Ultra-Peripheral
3313,2431,c11,Local Ultra-Peripheral
3314,2432,c11,Local Peripheral
3315,2433,c13,Local Ultra-Peripheral
3316,2434,c11,Local Ultra-Peripheral
3317,2435,c10,Local Peripheral
3318,2437,c11,Local Ultra-Peripheral
3319,2438,c11,Local Peripheral
3320,2439,c11,Local Ultra-Peripheral
3321,2440,c11,Local Ultra-Peripheral
3322,2441,c11,Local Ultra-Peripheral
3323,2442,c13,Local Peripheral
3324,2443,c13,Local Peripheral
3325,2444,c12,Local Peripheral
3326,2446,c13,Local Ultra-Peripheral
3327,2448,c11,Local Ultra-Peripheral
3328,2449,c13,Local Peripheral
3329,2450,c11,Local Ultra-Peripheral
3330,2452,c11,Local Ultra-Peripheral
3331,2453,c11,Local Peripheral
3332,2454,c13,Local Peripheral
3333,2455,c11,Local Ultra-Peripheral
3334,2456,c11,Local Ultra-Peripheral
3335,2457,c11,Local Ultra-Peripheral
3336,2460,c13,Local Ultra-Peripheral
3337,2462,c13,Local Peripheral
3338,2464,c13,Local Ultra-Peripheral
3339,2466,c12,Local Peripheral
3340,2467,c13,Local Ultra-Peripheral
3341,2469,c13,Local Ultra-Peripheral
3342,2470,c11,Local Ultra-Peripheral
3343,2473,c11,Local Ultra-Peripheral
3344,2474,c11,Local Ultra-Peripheral
3345,2476,c13,Local Peripheral
3346,2477,c13,Local Ultra-Peripheral
3347,2478,c13,Local Peripheral
3348,2479,c11,Local Ultra-Peripheral
3349,2480,c11,Local Ultra-Peripheral
3350,2481,c11,Local Ultra-Peripheral
3351,2482,c13,Local Ultra-Peripheral
3352,2483,c11,Local Ultra-Peripheral
3353,2484,c13,Local Ultra-Peripheral
3354,2485,c13,Local Ultra-Peripheral
3355,2486,c12,Local Peripheral
3356,2487,c11,Local Ultra-Peripheral
3357,2488,c11,Local Ultra-Peripheral
3358,2489,c13,Local Peripheral
3359,2490,c12,Local Peripheral
3360,2492,c13,Local Ultra-Peripheral
3361,2493,c11,Local Ultra-Peripheral
3362,2495,c13,Local Ultra-Peripheral
3363,2497,c11,Local Ultra-Peripheral
3364,2499,c13,Local Ultra-Peripheral
3365,2500,c13,Local Ultra-Peripheral
3366,2503,c11,Local Ultra-Peripheral
3367,2504,c13,Local Ultra-Peripheral
3368,2505,c11,Local Ultra-Peripheral
3369,2506,c13,Local Ultra-Peripheral
3370,2507,c13,Local Ultra-Peripheral
3371,2513,c12,Local Peripheral
3372,2514,c11,Local Ultra-Peripheral
3373,2515,c12,Local Peripheral
3374,2517,c11,Local Ultra-Peripheral
3375,2518,c11,Local Peripheral
3376,2520,c13,Local Ultra-Peripheral
3377,2521,c13,Local Ultra-Peripheral
3378,2522,c11,Local Peripheral
3379,2523,c11,Local Ultra-Peripheral
3380,2524,c13,Local Peripheral
3381,2525,c11,Local Ultra-Peripheral
3382,2526,c13,Local Peripheral
3383,2527,c11,Local Peripheral
3384,2528,c11,Local Ultra-Peripheral
3385,2531,c11,Local Peripheral
3386,2532,c13,Local Ultra-Peripheral
3387,2534,c11,Local Peripheral
3388,2535,c11,Local Ultra-Peripheral
3389,2536,c13,Local Peripheral
3390,2537,c11,Local Ultra-Peripheral
3391,2539,c13,Local Ultra-Peripheral
3392,2540,c11,Local Ultra-Peripheral
3393,2541,c11,Local Ultra-Peripheral
3394,2545,c13,Local Peripheral
3395,2546,c13,Local Ultra-Peripheral
3396,2548,c11,Local Ultra-Peripheral
3397,2549,c13,Local Ultra-Peripheral
3398,2550,c13,Local Peripheral
3399,2551,c13,Local Ultra-Peripheral
3400,2552,c13,Local Ultra-Peripheral
3401,2553,c13,Local Ultra-Peripheral
3402,2554,c13,Local Ultra-Peripheral
3403,2556,c13,Local Ultra-Peripheral
3404,2557,c11,Local Ultra-Peripheral
3405,2558,c11,Local Ultra-Peripheral
3406,2559,c13,Local Ultra-Peripheral
3407,2560,c13,Local Peripheral
3408,2561,c13,Local Ultra-Peripheral
3409,2562,c11,Local Ultra-Peripheral
3410,2563,c13,Local Ultra-Peripheral
3411,2564,c13,Local Ultra-Peripheral
3412,2565,c11,Local Ultra-Peripheral
3413,2566,c11,Local Ultra-Peripheral
3414,2568,c11,Local Ultra-Peripheral
3415,2569,c11,Local Ultra-Peripheral
3416,2570,c11,Local Ultra-Peripheral
3417,2572,c11,Local Peripheral
3418,2573,c13,Local Ultra-Peripheral
3419,2574,c13,Local Ultra-Peripheral
3420,2575,c13,Local Ultra-Peripheral
3421,2576,c13,Local Peripheral
3422,2577,c11,Local Ultra-Peripheral
3423,2578,c13,Local Ultra-Peripheral
3424,2579,c13,Local Ultra-Peripheral
3425,2580,c11,Local Ultra-Peripheral
3426,2581,c11,Local Peripheral
3427,2584,c13,Local Peripheral
3428,2585,c10,Local Peripheral
3429,2586,c13,Local Ultra-Peripheral
3430,2587,c11,Local Ultra-Peripheral
3431,2590,c13,Local Ultra-Peripheral
3432,2591,c13,Local Ultra-Peripheral
3433,2593,c13,Local Ultra-Peripheral
3434,2595,c11,Local Ultra-Peripheral
3435,2596,c11,Local Ultra-Peripheral
3436,2599,c11,Local Peripheral
3437,2600,c13,Local Ultra-Peripheral
3438,2601,c13,Local Ultra-Peripheral
3439,2602,c13,Local Ultra-Peripheral
3440,2603,c11,Local Ultra-Peripheral
3441,2604,c13,Local Ultra-Peripheral
3442,2606,c13,Local Ultra-Peripheral
3443,2607,c13,Local Ultra-Peripheral
3444,2610,c11,Local Ultra-Peripheral
3445,2611,c13,Local Ultra-Peripheral
3446,2612,c11,Local Ultra-Peripheral
3447,2613,c13,Local Peripheral
3448,2614,c11,Local Ultra-Peripheral
3449,2615,c13,Local Ultra-Peripheral
3450,2618,c11,Local Ultra-Peripheral
3451,2619,c13,Local Ultra-Peripheral
3452,2620,c10,Local Peripheral
3453,2621,c11,Local Ultra-Peripheral
3454,2622,c12,Local Peripheral
3455,2623,c13,Local Peripheral
3456,2624,c13,Local Ultra-Peripheral
3457,2625,c13,Local Ultra-Peripheral
3458,2626,c10,Local Peripheral
3459,2627,c10,Local Peripheral
3460,2628,c11,Local Ultra-Peripheral
3461,2630,c13,Local Ultra-Peripheral
3462,2631,c13,Local Ultra-Peripheral
3463,2632,c11,Local Ultra-Peripheral
3464,2633,c10,Local Ultra-Peripheral
3465,2634,c11,Local Ultra-Peripheral
3466,2637,c11,Local Ultra-Peripheral
3467,2638,c13,Local Ultra-Peripheral
3468,2639,c10,Local Peripheral
3469,2641,c11,Local Ultra-Peripheral
3470,2644,c11,Local Ultra-Peripheral
3471,2645,c10,Local Peripheral
3472,2646,c13,Local Ultra-Peripheral
3473,2648,c10,Local Peripheral
3474,2650,c12,Local Peripheral
3475,2651,c11,Local Ultra-Peripheral
3476,2652,c11,Local Ultra-Peripheral
3477,2654,c13,Local Ultra-Peripheral
3478,2655,c13,Local Ultra-Peripheral
3479,2656,c11,Local Ultra-Peripheral
3480,2657,c10,Local Ultra-Peripheral
3481,2658,c10,Local Peripheral
3482,2659,c10,Local Peripheral
3483,3438,c14,Local Ultra-Peripheral
3484,3439,c14,Local Ultra-Peripheral
3485,3441,c14,Local Ultra-Peripheral
3486,3442,c14,Local Ultra-Peripheral
3487,3443,c14,Local Ultra-Peripheral
3488,3444,c14,Local Ultra-Peripheral
3489,3445,c14,Local Ultra-Peripheral
3490,3446,c14,Local Ultra-Peripheral
3491,3447,c14,Local Ultra-Peripheral
3492,3448,c14,Local Ultra-Peripheral
3493,3449,c14,Local Ultra-Peripheral
3494,3450,c14,Local Ultra-Peripheral
3495,3451,c14,Local Ultra-Peripheral
3496,3452,c14,Local Ultra-Peripheral
3497,3453,c14,Local Ultra-Peripheral
3498,3455,c14,Local Ultra-Peripheral
3499,3457,c14,Local Ultra-Peripheral
3500,3458,c14,Local Ultra-Peripheral
3501,3459,c14,Local Ultra-Peripheral
3502,3460,c14,Local Ultra-Peripheral
3503,3461,c14,Local Ultra-Peripheral
3504,3462,c14,Local Ultra-Peripheral
3505,3463,c14,Local Ultra-Peripheral
3506,3464,c14,Local Ultra-Peripheral
3507,3465,c14,Local Ultra-Peripheral
3508,3466,c14,Local Ultra-Peripheral
3509,3467,c14,Local Ultra-Peripheral
3510,3468,c14,Local Ultra-Peripheral
3511,3469,c14,Local Ultra-Peripheral
3512,3470,c14,Local Ultra-Peripheral
3513,3471,c14,Local Ultra-Peripheral
3514,3472,c14,Local Ultra-Peripheral
3515,3473,c14,Local Ultra-Peripheral
3516,3474,c14,Local Ultra-Peripheral
3517,3475,c14,Local Ultra-Peripheral
3518,3476,c14,Local Ultra-Peripheral
3519,3477,c14,Local Ultra-Peripheral
3520,3478,c14,Local Ultra-Peripheral
3521,3479,c14,Local Ultra-Peripheral
3522,3480,c14,Local Ultra-Peripheral
3523,3481,c14,Local Ultra-Peripheral
3524,3482,c14,Local Ultra-Peripheral
3525,3483,c14,Local Ultra-Peripheral
3526,3484,c14,Local Ultra-Peripheral
3527,3485,c14,Local Ultra-Peripheral
3528,3486,c14,Local Ultra-Peripheral
3529,3488,c14,Local Ultra-Peripheral
3530,3489,c14,Local Ultra-Peripheral
3531,3490,c14,Local Ultra-Peripheral
3532,3491,c14,Local Ultra-Peripheral
3533,3492,c14,Local Ultra-Peripheral
3534,3493,c14,Local Ultra-Peripheral
3535,3494,c14,Local Ultra-Peripheral
3536,3496,c14,Local Ultra-Peripheral
3537,3497,c14,Local Ultra-Peripheral
3538,3498,c14,Local Ultra-Peripheral
3539,3499,c14,Local Ultra-Peripheral
